actual value,predicted value
4.300000000000000000e+01,2.988772583007812500e+01
4.200000000000000000e+01,3.285861968994140625e+01
4.100000000000000000e+01,4.685160827636718750e+01
4.000000000000000000e+01,3.991683197021484375e+01
3.900000000000000000e+01,3.558599090576171875e+01
3.800000000000000000e+01,4.980097198486328125e+01
3.700000000000000000e+01,1.460459136962890625e+01
3.600000000000000000e+01,1.453783416748046875e+01
3.500000000000000000e+01,5.150036621093750000e+01
3.400000000000000000e+01,3.547975158691406250e+01
3.300000000000000000e+01,1.842951202392578125e+01
3.200000000000000000e+01,3.120162963867187500e+01
3.100000000000000000e+01,8.962158203125000000e+00
3.000000000000000000e+01,1.730633544921875000e+01
2.900000000000000000e+01,2.843450164794921875e+01
2.800000000000000000e+01,2.591177368164062500e+01
2.700000000000000000e+01,1.340589904785156250e+01
2.600000000000000000e+01,2.229370880126953125e+01
2.500000000000000000e+01,9.946044921875000000e+00
2.400000000000000000e+01,1.102737426757812500e+01
2.300000000000000000e+01,4.914680480957031250e+00
2.200000000000000000e+01,2.683197784423828125e+01
2.100000000000000000e+01,6.423667907714843750e+00
2.000000000000000000e+01,1.771331024169921875e+01
1.900000000000000000e+01,1.292687225341796875e+01
1.800000000000000000e+01,2.562574768066406250e+01
1.700000000000000000e+01,2.354901123046875000e+01
1.600000000000000000e+01,2.528112030029296875e+01
1.500000000000000000e+01,1.345161437988281250e+01
1.400000000000000000e+01,6.459381103515625000e+00
1.300000000000000000e+01,3.613885498046875000e+01
1.200000000000000000e+01,1.854875946044921875e+01
1.100000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+01,1.865409088134765625e+01
9.000000000000000000e+00,8.121086120605468750e+00
8.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,3.885253906250000000e+00
6.000000000000000000e+00,2.894783020019531250e+00
5.000000000000000000e+00,4.495506286621093750e+00
4.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.891662597656250000e+00
1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.461883544921875000e+00
2.130000000000000000e+02,2.061983032226562500e+02
2.120000000000000000e+02,2.157916564941406250e+02
2.110000000000000000e+02,2.215239562988281250e+02
2.100000000000000000e+02,2.151027755737304688e+02
2.090000000000000000e+02,2.162905578613281250e+02
2.080000000000000000e+02,2.104200286865234375e+02
2.070000000000000000e+02,2.181479568481445312e+02
2.060000000000000000e+02,1.990857543945312500e+02
2.050000000000000000e+02,2.049581680297851562e+02
2.040000000000000000e+02,1.999802474975585938e+02
2.030000000000000000e+02,2.016666641235351562e+02
2.020000000000000000e+02,2.082785873413085938e+02
2.010000000000000000e+02,2.049635314941406250e+02
2.000000000000000000e+02,1.944090576171875000e+02
1.990000000000000000e+02,2.180057678222656250e+02
1.980000000000000000e+02,1.750732955932617188e+02
1.970000000000000000e+02,2.254726562500000000e+02
1.960000000000000000e+02,1.968488998413085938e+02
1.950000000000000000e+02,2.052556381225585938e+02
1.940000000000000000e+02,1.963107147216796875e+02
1.930000000000000000e+02,1.892975006103515625e+02
1.920000000000000000e+02,1.904553298950195312e+02
1.910000000000000000e+02,1.823976211547851562e+02
1.900000000000000000e+02,1.953000946044921875e+02
1.890000000000000000e+02,1.823289871215820312e+02
1.880000000000000000e+02,1.938196792602539062e+02
1.870000000000000000e+02,1.875260696411132812e+02
1.860000000000000000e+02,1.848587265014648438e+02
1.850000000000000000e+02,1.747474441528320312e+02
1.840000000000000000e+02,1.809398574829101562e+02
1.830000000000000000e+02,1.902289047241210938e+02
1.820000000000000000e+02,1.654696884155273438e+02
1.810000000000000000e+02,1.594665756225585938e+02
1.800000000000000000e+02,1.801012420654296875e+02
1.790000000000000000e+02,1.744496994018554688e+02
1.780000000000000000e+02,1.816263275146484375e+02
1.770000000000000000e+02,1.756787185668945312e+02
1.760000000000000000e+02,1.734080123901367188e+02
1.750000000000000000e+02,1.426189193725585938e+02
1.740000000000000000e+02,1.507603836059570312e+02
1.730000000000000000e+02,1.839220657348632812e+02
1.720000000000000000e+02,1.826806793212890625e+02
1.710000000000000000e+02,1.618556213378906250e+02
1.700000000000000000e+02,2.236267318725585938e+02
1.690000000000000000e+02,1.697097702026367188e+02
1.680000000000000000e+02,1.528373794555664062e+02
1.670000000000000000e+02,1.617789382934570312e+02
1.660000000000000000e+02,1.302218093872070312e+02
1.650000000000000000e+02,1.674339065551757812e+02
1.640000000000000000e+02,1.572352371215820312e+02
1.630000000000000000e+02,1.670975570678710938e+02
1.620000000000000000e+02,1.510142364501953125e+02
1.610000000000000000e+02,1.518289871215820312e+02
1.600000000000000000e+02,1.717446212768554688e+02
1.590000000000000000e+02,1.670843276977539062e+02
1.580000000000000000e+02,1.570563812255859375e+02
1.570000000000000000e+02,1.559367752075195312e+02
1.560000000000000000e+02,1.405542602539062500e+02
1.550000000000000000e+02,1.535394515991210938e+02
1.540000000000000000e+02,1.527806777954101562e+02
1.530000000000000000e+02,1.641987304687500000e+02
1.520000000000000000e+02,1.662913360595703125e+02
1.510000000000000000e+02,1.356373977661132812e+02
1.500000000000000000e+02,1.675653915405273438e+02
1.490000000000000000e+02,1.595883178710937500e+02
1.480000000000000000e+02,1.443089904785156250e+02
1.470000000000000000e+02,1.492470779418945312e+02
1.460000000000000000e+02,1.269176254272460938e+02
1.450000000000000000e+02,1.271640777587890625e+02
1.440000000000000000e+02,1.582602539062500000e+02
1.430000000000000000e+02,1.512419967651367188e+02
1.420000000000000000e+02,1.408691558837890625e+02
1.410000000000000000e+02,1.590239257812500000e+02
1.400000000000000000e+02,1.604024353027343750e+02
1.390000000000000000e+02,1.371269836425781250e+02
1.380000000000000000e+02,1.581397628784179688e+02
1.370000000000000000e+02,1.372347335815429688e+02
1.360000000000000000e+02,1.359080657958984375e+02
1.350000000000000000e+02,1.564993209838867188e+02
1.340000000000000000e+02,1.322178878784179688e+02
1.330000000000000000e+02,1.318742752075195312e+02
1.320000000000000000e+02,1.382813339233398438e+02
1.310000000000000000e+02,1.039782943725585938e+02
1.300000000000000000e+02,1.303919601440429688e+02
1.290000000000000000e+02,1.234596862792968750e+02
1.280000000000000000e+02,1.409877395629882812e+02
1.270000000000000000e+02,1.353811950683593750e+02
1.260000000000000000e+02,5.027907562255859375e+01
1.250000000000000000e+02,1.601770095825195312e+02
1.240000000000000000e+02,1.313352584838867188e+02
1.230000000000000000e+02,1.239510421752929688e+02
1.220000000000000000e+02,1.458162765502929688e+02
1.210000000000000000e+02,1.281479492187500000e+02
1.200000000000000000e+02,1.266777343750000000e+02
1.190000000000000000e+02,1.647551193237304688e+02
1.180000000000000000e+02,1.261563873291015625e+02
1.170000000000000000e+02,1.532539291381835938e+02
1.160000000000000000e+02,1.577351837158203125e+02
1.150000000000000000e+02,1.343600463867187500e+02
1.140000000000000000e+02,1.259897689819335938e+02
1.130000000000000000e+02,1.462356185913085938e+02
1.120000000000000000e+02,1.225827026367187500e+02
1.110000000000000000e+02,1.175280761718750000e+02
1.100000000000000000e+02,1.185586471557617188e+02
1.090000000000000000e+02,1.283891220092773438e+02
1.080000000000000000e+02,1.237779083251953125e+02
1.070000000000000000e+02,1.287662048339843750e+02
1.060000000000000000e+02,1.226509704589843750e+02
1.050000000000000000e+02,1.258884506225585938e+02
1.040000000000000000e+02,1.071628265380859375e+02
1.030000000000000000e+02,1.051632232666015625e+02
1.020000000000000000e+02,1.008130035400390625e+02
1.010000000000000000e+02,1.130930023193359375e+02
1.000000000000000000e+02,1.126357803344726562e+02
9.900000000000000000e+01,1.333618774414062500e+02
9.800000000000000000e+01,1.070270996093750000e+02
9.700000000000000000e+01,1.265128021240234375e+02
9.600000000000000000e+01,1.148764190673828125e+02
9.500000000000000000e+01,1.125812683105468750e+02
9.400000000000000000e+01,9.274090576171875000e+01
9.300000000000000000e+01,1.215904006958007812e+02
9.200000000000000000e+01,8.482235717773437500e+01
9.100000000000000000e+01,1.339685287475585938e+02
9.000000000000000000e+01,8.948261260986328125e+01
8.900000000000000000e+01,8.870095062255859375e+01
8.800000000000000000e+01,3.612282562255859375e+01
8.700000000000000000e+01,1.066416778564453125e+02
8.600000000000000000e+01,1.007639083862304688e+02
8.500000000000000000e+01,1.069273834228515625e+02
8.400000000000000000e+01,1.125138778686523438e+02
8.300000000000000000e+01,9.846070098876953125e+01
8.200000000000000000e+01,1.058598861694335938e+02
8.100000000000000000e+01,1.008956909179687500e+02
8.000000000000000000e+01,9.176494598388671875e+01
7.900000000000000000e+01,1.069042587280273438e+02
7.800000000000000000e+01,8.714780426025390625e+01
7.700000000000000000e+01,8.564246368408203125e+01
7.600000000000000000e+01,9.980820465087890625e+01
7.500000000000000000e+01,1.070442047119140625e+02
7.400000000000000000e+01,6.709596252441406250e+01
7.300000000000000000e+01,8.431330871582031250e+01
7.200000000000000000e+01,1.043566284179687500e+02
7.100000000000000000e+01,9.143483734130859375e+01
7.000000000000000000e+01,9.197381591796875000e+01
6.900000000000000000e+01,7.054083251953125000e+01
6.800000000000000000e+01,8.717199707031250000e+01
6.700000000000000000e+01,9.925798797607421875e+01
6.600000000000000000e+01,8.519943237304687500e+01
6.500000000000000000e+01,7.172741699218750000e+01
6.400000000000000000e+01,7.851815032958984375e+01
6.300000000000000000e+01,8.714024353027343750e+01
6.200000000000000000e+01,8.192219543457031250e+01
6.100000000000000000e+01,7.410412597656250000e+01
6.000000000000000000e+01,8.977322387695312500e+01
5.900000000000000000e+01,6.249399566650390625e+01
5.800000000000000000e+01,6.184135437011718750e+01
5.700000000000000000e+01,5.120783233642578125e+01
5.600000000000000000e+01,6.787685394287109375e+01
5.500000000000000000e+01,6.164903259277343750e+01
5.400000000000000000e+01,6.539172363281250000e+01
5.300000000000000000e+01,7.612471008300781250e+01
5.200000000000000000e+01,7.504861450195312500e+01
5.100000000000000000e+01,7.687395477294921875e+01
5.000000000000000000e+01,8.361846160888671875e+01
4.900000000000000000e+01,5.547174072265625000e+01
4.800000000000000000e+01,4.704559326171875000e+01
4.700000000000000000e+01,3.473995971679687500e+01
4.600000000000000000e+01,5.220658111572265625e+01
4.500000000000000000e+01,6.105035400390625000e+01
4.400000000000000000e+01,2.736645507812500000e+01
4.300000000000000000e+01,3.282360076904296875e+01
4.200000000000000000e+01,3.889492034912109375e+01
4.100000000000000000e+01,4.604907989501953125e+01
4.000000000000000000e+01,5.464347076416015625e+01
3.900000000000000000e+01,4.205908203125000000e+01
3.800000000000000000e+01,5.476184844970703125e+01
3.700000000000000000e+01,3.014259338378906250e+01
3.600000000000000000e+01,3.648346710205078125e+01
3.500000000000000000e+01,2.756658172607421875e+01
3.400000000000000000e+01,3.044650268554687500e+01
3.300000000000000000e+01,2.474116516113281250e+01
3.200000000000000000e+01,2.875462341308593750e+01
3.100000000000000000e+01,3.263584136962890625e+01
3.000000000000000000e+01,2.139870452880859375e+01
2.900000000000000000e+01,2.638713836669921875e+01
2.800000000000000000e+01,1.806217193603515625e+01
2.700000000000000000e+01,1.641889953613281250e+01
2.600000000000000000e+01,2.159316253662109375e+01
2.500000000000000000e+01,3.376648712158203125e+01
2.400000000000000000e+01,2.876434326171875000e+01
2.300000000000000000e+01,2.307960510253906250e+01
2.200000000000000000e+01,1.622735595703125000e+01
2.100000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+01,6.091041564941406250e+00
1.900000000000000000e+01,8.494659423828125000e+00
1.800000000000000000e+01,8.909523010253906250e+00
1.700000000000000000e+01,8.409156799316406250e+00
1.600000000000000000e+01,9.896118164062500000e+00
1.500000000000000000e+01,0.000000000000000000e+00
1.400000000000000000e+01,1.300431060791015625e+01
1.300000000000000000e+01,2.696983337402343750e+00
1.200000000000000000e+01,9.745628356933593750e+00
1.100000000000000000e+01,2.408016967773437500e+01
1.000000000000000000e+01,1.023618316650390625e+01
9.000000000000000000e+00,4.945320129394531250e+00
8.000000000000000000e+00,1.012747955322265625e+01
7.000000000000000000e+00,7.254638671875000000e+00
6.000000000000000000e+00,1.724999237060546875e+01
5.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,3.515991210937500000e+00
3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.826680755615234375e+01
0.000000000000000000e+00,0.000000000000000000e+00
2.920000000000000000e+02,2.087986526489257812e+02
2.910000000000000000e+02,2.296011886596679688e+02
2.900000000000000000e+02,2.243365325927734375e+02
2.890000000000000000e+02,2.081478652954101562e+02
2.880000000000000000e+02,2.048639221191406250e+02
2.870000000000000000e+02,2.111160583496093750e+02
2.860000000000000000e+02,2.147798385620117188e+02
2.850000000000000000e+02,2.128544845581054688e+02
2.840000000000000000e+02,2.175993881225585938e+02
2.830000000000000000e+02,2.138974990844726562e+02
2.820000000000000000e+02,2.249241409301757812e+02
2.810000000000000000e+02,2.379880599975585938e+02
2.800000000000000000e+02,2.069292449951171875e+02
2.790000000000000000e+02,2.605876693725585938e+02
2.780000000000000000e+02,1.765349349975585938e+02
2.770000000000000000e+02,1.917732162475585938e+02
2.760000000000000000e+02,2.059673690795898438e+02
2.750000000000000000e+02,1.959009323120117188e+02
2.740000000000000000e+02,2.017657012939453125e+02
2.730000000000000000e+02,2.096765441894531250e+02
2.720000000000000000e+02,1.865062026977539062e+02
2.710000000000000000e+02,1.950055389404296875e+02
2.700000000000000000e+02,1.932936935424804688e+02
2.690000000000000000e+02,2.028816452026367188e+02
2.680000000000000000e+02,1.947370071411132812e+02
2.670000000000000000e+02,1.920861129760742188e+02
2.660000000000000000e+02,1.872288208007812500e+02
2.650000000000000000e+02,1.965375442504882812e+02
2.640000000000000000e+02,1.825626602172851562e+02
2.630000000000000000e+02,2.061850433349609375e+02
2.620000000000000000e+02,1.641449127197265625e+02
2.610000000000000000e+02,1.846001815795898438e+02
2.600000000000000000e+02,1.812496109008789062e+02
2.590000000000000000e+02,1.826605911254882812e+02
2.580000000000000000e+02,1.918274841308593750e+02
2.570000000000000000e+02,1.503535766601562500e+02
2.560000000000000000e+02,1.825075912475585938e+02
2.550000000000000000e+02,1.733410110473632812e+02
2.540000000000000000e+02,1.796430053710937500e+02
2.530000000000000000e+02,1.849073028564453125e+02
2.520000000000000000e+02,1.756561889648437500e+02
2.510000000000000000e+02,1.946470794677734375e+02
2.500000000000000000e+02,1.924218750000000000e+02
2.490000000000000000e+02,1.897151107788085938e+02
2.480000000000000000e+02,1.744607696533203125e+02
2.470000000000000000e+02,1.907618484497070312e+02
2.460000000000000000e+02,1.755498962402343750e+02
2.450000000000000000e+02,1.616140518188476562e+02
2.440000000000000000e+02,1.772903747558593750e+02
2.430000000000000000e+02,1.854307022094726562e+02
2.420000000000000000e+02,1.954294662475585938e+02
2.410000000000000000e+02,1.959556655883789062e+02
2.400000000000000000e+02,1.445567932128906250e+02
2.390000000000000000e+02,1.521915054321289062e+02
2.380000000000000000e+02,1.643139648437500000e+02
2.370000000000000000e+02,1.630841827392578125e+02
2.360000000000000000e+02,1.635272216796875000e+02
2.350000000000000000e+02,1.782003326416015625e+02
2.340000000000000000e+02,1.761592712402343750e+02
2.330000000000000000e+02,1.725094223022460938e+02
2.320000000000000000e+02,1.642303085327148438e+02
2.310000000000000000e+02,1.748852539062500000e+02
2.300000000000000000e+02,1.526004943847656250e+02
2.290000000000000000e+02,1.659168319702148438e+02
2.280000000000000000e+02,1.654206161499023438e+02
2.270000000000000000e+02,1.827100448608398438e+02
2.260000000000000000e+02,1.580873947143554688e+02
2.250000000000000000e+02,1.855212631225585938e+02
2.240000000000000000e+02,1.709052429199218750e+02
2.230000000000000000e+02,1.562702255249023438e+02
2.220000000000000000e+02,1.604730224609375000e+02
2.210000000000000000e+02,1.722701034545898438e+02
2.200000000000000000e+02,1.805793228149414062e+02
2.190000000000000000e+02,1.561957397460937500e+02
2.180000000000000000e+02,1.246890563964843750e+02
2.170000000000000000e+02,1.407177810668945312e+02
2.160000000000000000e+02,1.527981033325195312e+02
2.150000000000000000e+02,1.720634078979492188e+02
2.140000000000000000e+02,1.616087493896484375e+02
2.130000000000000000e+02,1.598945846557617188e+02
2.120000000000000000e+02,1.546975250244140625e+02
2.110000000000000000e+02,1.633080825805664062e+02
2.100000000000000000e+02,1.566207885742187500e+02
2.090000000000000000e+02,1.165752410888671875e+02
2.080000000000000000e+02,1.611207733154296875e+02
2.070000000000000000e+02,1.524979400634765625e+02
2.060000000000000000e+02,1.688135604858398438e+02
2.050000000000000000e+02,1.677508316040039062e+02
2.040000000000000000e+02,1.705156860351562500e+02
2.030000000000000000e+02,1.338864974975585938e+02
2.020000000000000000e+02,1.191501693725585938e+02
2.010000000000000000e+02,1.502157516479492188e+02
2.000000000000000000e+02,1.493976974487304688e+02
1.990000000000000000e+02,1.159001693725585938e+02
1.980000000000000000e+02,1.569527511596679688e+02
1.970000000000000000e+02,1.496806945800781250e+02
1.960000000000000000e+02,1.369138412475585938e+02
1.950000000000000000e+02,1.574128875732421875e+02
1.940000000000000000e+02,1.543167266845703125e+02
1.930000000000000000e+02,1.580551757812500000e+02
1.920000000000000000e+02,1.508194656372070312e+02
1.910000000000000000e+02,1.422033843994140625e+02
1.900000000000000000e+02,1.410635986328125000e+02
1.890000000000000000e+02,1.462314682006835938e+02
1.880000000000000000e+02,1.561400146484375000e+02
1.870000000000000000e+02,1.807073745727539062e+02
1.860000000000000000e+02,1.568812942504882812e+02
1.850000000000000000e+02,1.510720901489257812e+02
1.840000000000000000e+02,1.332076644897460938e+02
1.830000000000000000e+02,1.438617782592773438e+02
1.820000000000000000e+02,1.517157287597656250e+02
1.810000000000000000e+02,1.435410308837890625e+02
1.800000000000000000e+02,1.217977294921875000e+02
1.790000000000000000e+02,1.431859130859375000e+02
1.780000000000000000e+02,1.569797973632812500e+02
1.770000000000000000e+02,1.739590530395507812e+02
1.760000000000000000e+02,1.332404251098632812e+02
1.750000000000000000e+02,1.299592742919921875e+02
1.740000000000000000e+02,1.595629653930664062e+02
1.730000000000000000e+02,1.404997787475585938e+02
1.720000000000000000e+02,1.402670059204101562e+02
1.710000000000000000e+02,1.341863784790039062e+02
1.700000000000000000e+02,1.350478439331054688e+02
1.690000000000000000e+02,1.510382080078125000e+02
1.680000000000000000e+02,1.393097000122070312e+02
1.670000000000000000e+02,1.407008590698242188e+02
1.660000000000000000e+02,1.708062286376953125e+02
1.650000000000000000e+02,1.367416305541992188e+02
